intervention,healthscore_pre,healthscore_post,age group,gender,exercise frequency,pre existing conditions,income group,vegetarian/vegan,cate_t
0,0.517560661,-1.272675466,Age 21-30,Male,0/week,None,No,No,1.1028416156768799
0,1.62696547,0.6895056190000001,Age 41 and above,Female,0/week,None,No,No,-0.7263221740722656
0,1.682072148,-1.147076233,Age 21-30,Female,0/week,None,Yes,Yes,1.918018102645874
0,3.6163454660000003,0.7369122709999999,Age 21-30,Male,0/week,None,No,No,0.49118924140930176
0,0.610582434,0.23805456,Age 41 and above,Female,0/week,None,No,No,-0.5601381063461304
0,-1.850740246,-0.654647821,Age 31-40,Female,0/week,None,No,Yes,-0.32898223400115967
0,1.129821594,0.7628664159999999,Age 41 and above,Male,0/week,None,No,No,0.016415715217590332
0,1.050472697,-0.636829346,Age 21-30,Female,0/week,None,Yes,No,-0.1753585934638977
0,0.32334375,-0.015886661,Age 41 and above,Female,0/week,None,No,No,0.0008285045623779297
0,2.444806749,0.750110651,Age 31-40,Male,0/week,None,No,No,-0.34151458740234375
0,2.863347226,0.552685136,Age 31-40,Male,0/week,None,No,No,0.7717822790145874
0,3.083433429,1.239309205,Age 21-30,Female,0/week,None,No,No,-0.9417827129364014
0,2.158436949,0.567871714,Age 31-40,Female,0/week,None,No,No,-0.375140905380249
0,1.162964519,0.396062431,Age 41 and above,Female,0/week,None,Yes,No,0.5458751916885376
0,1.366272423,-0.621129442,Age 21-30,Male,0/week,None,No,No,-0.36408787965774536
0,-0.06643611,-0.464815595,Age 31-40,Male,0/week,None,No,No,-0.06856626272201538
0,2.532920534,0.560278425,Age 31-40,Male,0/week,None,No,No,-0.363042414188385
0,-0.440919694,-0.130710877,Age 31-40,Female,0/week,Yes,No,No,0.291839599609375
0,0.1244862,-0.43347889100000003,Age 41 and above,Female,0/week,None,No,No,0.34442585706710815
0,2.412359013,1.247159157,Age 21-30,Female,0/week,None,No,No,-0.20311826467514038
0,0.853630552,0.41863498299999996,Age 41 and above,Male,0/week,None,No,No,-0.255799800157547
0,1.6228597,1.027360498,Age 21-30,Female,0/week,None,No,No,-1.15845787525177
0,1.10772631,0.441207536,Age 41 and above,Male,0/week,None,No,No,-0.9104138612747192
0,1.582774903,0.627431098,Age 41 and above,Male,0/week,None,Yes,No,0.5215845704078674
0,2.11629677,0.540663468,Age 21-30,Female,0/week,None,No,No,0.16899293661117554
0,1.583384734,-0.9351275259999999,Age 21-30,Male,0/week,None,Yes,No,1.594162940979004
0,1.8794469759999999,0.6113130370000001,Age 21-30,Male,0/week,None,No,No,-0.6751464009284973
0,1.8810612290000002,0.570999716,Age 41 and above,Male,0/week,None,No,No,-0.3088759481906891
0,2.26857918,0.9855026109999999,Age 31-40,Female,0/week,None,No,No,-0.3069629669189453
0,-0.704086928,-0.281114158,Age 41 and above,Female,0/week,None,No,Yes,-0.1672990322113037
0,3.678399732,0.75770394,Age 31-40,Male,0/week,None,No,No,0.743245005607605
0,0.021677675,-0.449629017,Age 31-40,Female,0/week,None,Yes,No,0.2880740165710449
0,1.109685146,0.383664426,Age 21-30,Male,0/week,None,No,No,-0.8528035879135132
0,3.2818877019999997,1.5777791559999998,Age 31-40,Male,0/week,None,No,No,-0.28955650329589844
0,3.1717454710000004,0.7804838070000001,Age 31-40,Female,0/week,None,No,No,-0.5525097846984863
0,1.350774428,0.508925195,Age 41 and above,Female,0/week,None,No,No,-0.6237159967422485
0,1.4254848709999999,-0.24433174100000002,Age 21-30,Male,0/week,None,No,No,0.33178722858428955
0,0.8728353520000001,0.784011983,Age 21-30,Female,0/week,None,No,No,-0.28431570529937744
0,2.2741966330000003,0.532813516,Age 21-30,Female,0/week,None,No,No,-0.07739752531051636
0,1.978134391,0.948860977,Age 21-30,Male,0/week,None,No,No,-0.284472793340683
0,-0.19589541,-0.47298085799999995,Age 41 and above,Male,0/week,None,Yes,Yes,0.5579134225845337
0,1.445222354,-0.997927143,Age 21-30,Female,0/week,None,No,No,0.7259403467178345
0,-1.853041664,-1.4661731880000002,Age 41 and above,Male,0/week,None,No,Yes,0.3208109140396118
0,2.0570843219999997,1.2785589659999999,Age 21-30,Female,0/week,None,No,No,-0.06663918495178223
0,1.050472697,-1.272675466,Age 21-30,Male,0/week,None,No,No,-0.20815181732177734
0,2.9255335660000004,0.980260786,Age 21-30,Male,0/week,None,No,No,0.048105478286743164
0,-0.9360874029999999,-0.681776973,Age 41 and above,Male,0/week,None,Yes,Yes,-0.7820825576782227
0,0.8807870740000001,-0.07755785400000001,Age 31-40,Female,0/week,None,Yes,No,0.5961264371871948
0,-0.09646663400000001,-0.24161219,Age 41 and above,Male,0/week,None,No,Yes,-0.27555906772613525
0,1.4057473880000002,0.909611217,Age 21-30,Male,0/week,None,No,Yes,0.3325377106666565
0,3.7039221089999996,1.976141137,Age 41 and above,Female,0/week,None,No,No,-0.9839677810668945
0,1.48469732,-0.793828388,Age 21-30,Male,0/week,None,Yes,No,1.4202356338500977
0,2.3346645180000003,1.319607328,Age 31-40,Male,0/week,None,No,No,-0.6869438886642456
0,1.925251796,0.71772131,Age 41 and above,Male,0/week,None,Yes,No,0.11910200119018555
0,2.155771736,1.286408918,Age 21-30,Male,0/week,None,No,No,-0.5132529735565186
0,3.1937739169999997,1.266454305,Age 31-40,Female,0/week,None,No,No,-0.9977221488952637
0,3.678399732,0.643804604,Age 31-40,Male,0/week,None,No,No,0.743245005607605
0,1.958396908,-0.19723202899999998,Age 21-30,Female,0/week,None,No,No,-0.6856331825256348
0,1.682072148,-0.173682172,Age 21-30,Female,0/week,None,No,No,0.011999309062957764
0,2.471571461,0.595613133,Age 21-30,Female,0/week,None,No,No,-0.6406639814376831
0,3.3700014869999997,0.469158956,Age 31-40,Male,0/week,None,Yes,No,0.48888349533081055
0,1.69325132,0.11390551900000001,Age 41 and above,Male,0/week,None,No,No,0.6381759643554688
0,1.7807595619999999,1.066610259,Age 21-30,Female,0/week,None,No,No,-0.8768526911735535
0,1.7807595619999999,-0.37778092700000004,Age 21-30,Male,0/week,None,Yes,No,0.29213130474090576
0,0.497823178,-0.888027813,Age 21-30,Female,0/week,None,No,No,0.8844960331916809
0,-1.013659293,-0.882446492,Age 31-40,Male,0/week,None,Yes,No,-0.629157304763794
0,1.188635077,-1.068576712,Age 21-30,Female,0/week,None,No,No,1.200767993927002
0,1.978134391,0.9253111209999999,Age 21-30,Male,0/week,None,No,No,-0.284472793340683
0,0.90886876,-0.213396499,Age 41 and above,Female,0/week,None,No,No,0.28188201785087585
0,3.1717454710000004,0.6817710490000001,Age 31-40,Male,0/week,None,No,No,0.04492771625518799
0,0.897821118,0.542784025,Age 41 and above,Male,0/week,None,No,No,-0.579067051410675
0,1.4170602780000001,0.52585461,Age 41 and above,Male,0/week,None,Yes,No,0.22340887784957886
0,1.820234528,0.8232617440000001,Age 21-30,Female,0/week,None,Yes,No,0.24608081579208374
0,2.688683772,1.843755517,Age 21-30,Female,0/week,None,No,No,0.1775496006011963
0,2.14620463,0.22676828300000001,Age 41 and above,Female,0/week,None,No,No,-0.22287362813949585
0,1.42810792,0.65564679,Age 41 and above,Male,0/week,None,Yes,No,0.23796141147613525
0,3.656371286,1.099401946,Age 31-40,Female,0/week,None,Yes,No,-0.2901712656021118
0,2.589996358,-0.21293193300000002,Age 21-30,Male,0/week,None,Yes,No,1.632375717163086
0,1.527536695,0.446850675,Age 41 and above,Male,0/week,None,No,No,-0.016187608242034912
0,1.052488102,-0.128749426,Age 41 and above,Male,0/week,None,No,No,-0.3686337471008301
0,0.813622903,-1.194175945,Age 21-30,Male,0/week,None,No,No,-0.3365863561630249
0,1.366272423,-0.4641304,Age 21-30,Male,0/week,None,No,No,-0.36408787965774536
0,-0.251133618,-1.1614437229999999,Age 41 and above,Male,0/week,None,Yes,No,1.0173516273498535
0,1.48469732,1.380608343,Age 21-30,Male,0/week,None,No,No,-0.24252191185951233
0,0.635985558,-0.872327909,Age 21-30,Male,0/week,None,Yes,No,0.43709611892700195
0,1.978134391,0.454313995,Age 21-30,Male,0/week,None,No,No,-0.284472793340683
0,0.6951980059999999,-0.668229155,Age 21-30,Female,0/week,None,Yes,Yes,0.3988766670227051
0,1.118773952,0.401705569,Age 41 and above,Female,0/week,None,Yes,No,-0.6143680810928345
0,1.583384734,-0.534779969,Age 21-30,Male,0/week,None,No,No,0.3744328022003174
0,0.9320478000000001,-0.558329825,Age 21-30,Male,0/week,None,No,No,-0.22152113914489746
0,3.6123143939999998,1.0614355009999998,Age 31-40,Female,0/week,None,Yes,No,-0.16693472862243652
0,0.754410455,-0.668229155,Age 21-30,Male,0/week,None,Yes,Yes,0.061319828033447266
0,2.234721667,0.383664426,Age 21-30,Female,0/week,None,No,No,0.8081716895103455
0,2.096559287,0.721212367,Age 21-30,Female,0/week,None,No,Yes,0.15281838178634644
0,1.903156513,0.356560463,Age 41 and above,Male,0/week,None,No,No,-0.27523893117904663
0,1.800497045,0.046116486,Age 21-30,Male,0/week,None,No,No,-0.028517544269561768
0,4.867935823,1.4714731090000002,Age 31-40,Male,0/week,None,No,No,-0.11081600189208984
0,2.577062656,1.468258696,Age 41 and above,Male,0/week,None,No,Yes,-0.6820390224456787
0,-3.128390122,-1.52787606,Age 31-40,Male,0/week,None,Yes,No,0.11473751068115234
0,0.418873247,-0.5740297289999999,Age 21-30,Male,0/week,None,No,No,1.0550711154937744
0,2.491308944,1.451257912,Age 21-30,Female,0/week,None,No,No,-0.8761492967605591
0,0.754410455,-0.8330781490000001,Age 21-30,Female,0/week,None,No,No,0.15410566329956055
0,3.43870812,1.341358582,Age 21-30,Female,0/week,None,No,No,-0.7686772346496582
0,1.063535744,0.232411422,Age 41 and above,Male,0/week,None,No,No,-0.5961302518844604
0,0.511153659,-0.100533734,Age 41 and above,Male,0/week,None,No,No,0.40455740690231323
0,0.858758628,0.142647528,Age 31-40,Male,0/week,None,No,Yes,0.26766669750213623
0,0.726587951,-0.40406928299999995,Age 31-40,Female,0/week,None,No,No,0.2881532907485962
0,2.25445915,1.192209492,Age 21-30,Male,0/week,None,No,No,-0.7611812949180603
0,4.515480685,0.9855026109999999,Age 31-40,Male,0/week,None,No,No,0.4063454866409302
0,1.145128427,0.241360285,Age 31-40,Male,0/week,None,Yes,No,0.709225058555603
0,2.846583635,0.8311116959999999,Age 21-30,Female,0/week,None,No,No,0.13619202375411987
0,-0.13252144800000001,-0.37369612700000004,Age 31-40,Male,0/week,None,No,No,-0.17214280366897583
0,-2.1150816000000003,-1.148211608,Age 31-40,Female,0/week,None,No,No,1.142228364944458
0,0.422772525,0.017972169,Age 41 and above,Female,0/week,None,Yes,No,0.2311123013496399
0,2.1755092190000003,-0.503380161,Age 21-30,Male,0/week,None,No,Yes,1.1157312393188477
0,1.350774428,0.085689827,Age 41 and above,Female,0/week,None,No,No,-0.6237159967422485
0,1.583384734,-0.220781885,Age 21-30,Female,0/week,None,Yes,No,1.3279204368591309
0,1.4057473880000002,-0.417030687,Age 21-30,Female,0/week,None,No,No,0.7840193510055542
0,2.66544379,1.191744922,Age 41 and above,Male,0/week,None,No,No,0.3676130771636963
0,1.1519168770000001,-0.038459214,Age 41 and above,Female,0/week,None,No,No,0.6059402823448181
0,0.50630349,-0.024404831000000002,Age 31-40,Female,0/week,None,No,No,0.32956740260124207
0,0.19790524399999998,-0.001624964,Age 31-40,Male,0/week,None,No,No,0.03865659236907959
0,1.18918532,0.34007304299999996,Age 31-40,Male,0/week,None,No,No,0.835525631904602
0,2.7676337039999996,0.12461600699999999,Age 21-30,Female,0/week,None,No,No,1.1114952564239502
0,2.246550734,0.469158956,Age 31-40,Female,0/week,None,No,No,-0.011389017105102539
0,2.004237826,1.198114704,Age 31-40,Female,0/week,None,No,No,-0.5981221795082092
0,1.563668904,0.400819355,Age 31-40,Female,0/week,None,No,No,-0.3942100405693054
0,1.129422629,-0.589729634,Age 21-30,Female,0/week,None,No,No,0.684903085231781
0,1.3176315029999999,0.396062431,Age 41 and above,Female,0/week,None,No,Yes,0.1490807831287384
0,1.662334665,-0.888027813,Age 21-30,Female,0/week,None,No,No,0.011999309062957764
0,2.66894629,1.003810642,Age 21-30,Male,0/week,None,No,No,0.47730040550231934
0,1.123099981,0.028748192000000002,Age 31-40,Male,0/week,None,Yes,Yes,-0.1606617271900177
0,0.6768682840000001,-0.484267135,Age 41 and above,Female,0/week,None,Yes,No,0.5786134004592896
0,0.566391867,-0.337545541,Age 41 and above,Female,0/week,None,Yes,No,0.2339465618133545
0,1.129422629,-1.28837537,Age 21-30,Female,0/week,None,No,Yes,1.512885332107544
0,0.710011209,-0.032816076,Age 41 and above,Female,0/week,None,No,No,-0.14687132835388184
0,1.10772631,0.650003651,Age 41 and above,Female,0/week,None,No,No,-0.7869266271591187
0,0.087763013,-0.016811542,Age 31-40,Male,0/week,None,No,No,0.016866087913513184
0,2.7281587380000003,1.050910355,Age 21-30,Female,0/week,None,No,No,0.3830299377441406
0,-0.140657201,-0.219039638,Age 41 and above,Female,0/week,None,Yes,No,0.7816088199615479
0,-1.5105647709999999,-1.646753612,Age 41 and above,Male,0/week,None,Yes,Yes,0.22671270370483398
0,-0.6832326009999999,-0.35091626,Age 31-40,Female,0/week,None,Yes,No,-0.6493300199508667
0,1.050472697,-0.220781885,Age 21-30,Female,0/week,None,No,No,-0.3928317427635193
0,2.096559287,1.082310163,Age 21-30,Male,0/week,None,No,No,-0.19659799337387085
0,1.109685146,1.215759349,Age 21-30,Male,0/week,None,No,No,-0.8528035879135132
0,1.406012636,-0.032816076,Age 41 and above,Female,0/week,None,Yes,No,0.8371992707252502
0,0.572388828,-0.320543103,Age 31-40,Male,0/week,None,No,No,0.5728415250778198
0,1.7807595619999999,0.462163947,Age 21-30,Female,0/week,None,No,No,-0.8768526911735535
0,1.737441887,0.695148757,Age 41 and above,Female,0/week,None,No,No,-0.2806738018989563
0,0.418189705,-0.700207555,Age 31-40,Male,0/week,None,Yes,No,1.078658103942871
0,1.2734409359999999,0.94344684,Age 41 and above,Male,0/week,None,No,No,-0.1074434220790863
0,0.153848351,0.20339384,Age 31-40,Male,0/week,None,No,No,-0.23633110523223877
0,1.820234528,1.113709972,Age 21-30,Female,0/week,None,No,No,-0.4396415650844574
0,2.002585288,0.43556439799999996,Age 41 and above,Male,0/week,None,Yes,No,0.5422487258911133
0,-0.991630847,-0.16108403400000001,Age 31-40,Male,0/week,None,Yes,Yes,-1.46640944480896
0,1.839972011,-0.103032604,Age 21-30,Female,0/week,None,Yes,No,0.1652209758758545
0,1.62696547,0.661289928,Age 41 and above,Female,0/week,None,No,No,-0.7263221740722656
0,1.48469732,0.046116486,Age 21-30,Male,0/week,None,No,No,-0.24252191185951233
0,1.4314982269999998,0.20339384,Age 31-40,Male,0/week,None,Yes,No,0.2521224021911621
0,1.58569735,0.408412644,Age 31-40,Male,0/week,None,No,No,0.4854056239128113
0,0.399135764,-1.115676424,Age 21-30,Female,0/week,None,Yes,No,1.0418531894683838
0,1.761022079,-0.409180735,Age 21-30,Female,0/week,None,No,No,-0.05443155765533447
0,4.140997101,1.7448315140000001,Age 31-40,Female,0/week,None,No,No,-0.7897133827209473
0,1.543909768,-1.123526376,Age 21-30,Female,0/week,None,Yes,No,1.7062714099884033
0,2.155771736,1.215759349,Age 21-30,Female,0/week,None,No,No,-0.4796799421310425
0,-2.8199918760000005,-1.277297522,Age 31-40,Male,0/week,None,Yes,Yes,-0.32506299018859863
0,1.6425971819999998,-0.24433174100000002,Age 21-30,Male,0/week,None,No,No,-0.3460105061531067
0,1.541640458,0.7273307840000001,Age 31-40,Female,0/week,None,No,No,-0.5877238512039185
0,0.942011685,-0.066674905,Age 41 and above,Female,0/week,None,No,No,-0.13119393587112427
0,-0.903517063,-0.42684915,Age 31-40,Female,0/week,None,Yes,No,-1.0101408958435059
0,1.394964995,0.34527418600000004,Age 41 and above,Male,0/week,None,Yes,No,-0.07657065987586975
0,1.167156873,0.10468108300000001,Age 31-40,Male,0/week,None,No,No,0.9156614542007446
0,0.853630552,0.10826238,Age 41 and above,Male,0/week,None,Yes,Yes,0.24230971932411194
0,1.4170602780000001,1.13531354,Age 41 and above,Female,0/week,None,No,No,0.18502134084701538
0,1.339726786,-0.14567884,Age 41 and above,Female,0/week,None,No,No,-0.06364724040031433
0,0.654773001,-0.5124828260000001,Age 41 and above,Male,0/week,None,No,No,0.7739493250846863
0,3.127688579,0.408412644,Age 31-40,Male,0/week,None,No,No,0.241318941116333
0,-1.564370447,-1.224144499,Age 31-40,Male,0/week,None,No,No,1.1252846717834473
0,1.247847526,-0.715328867,Age 21-30,Male,0/week,None,Yes,No,1.3359134197235107
0,-1.256469012,-0.890573088,Age 41 and above,Male,0/week,None,Yes,Yes,-0.35169506072998047
0,1.34653494,-0.809528292,Age 21-30,Female,0/week,None,No,No,-0.2897835969924927
0,1.267585009,0.39151437899999997,Age 21-30,Male,0/week,None,No,Yes,0.16706085205078125
0,1.050472697,0.06966634299999999,Age 21-30,Female,0/week,None,No,No,-0.3928317427635193
0,1.604870187,0.84751349,Age 41 and above,Female,0/week,None,Yes,No,-0.1956695318222046
0,2.013632929,0.16469376300000002,Age 41 and above,Male,0/week,None,No,No,0.4070126712322235
0,1.050472697,0.08536624699999999,Age 21-30,Male,0/week,None,No,No,-0.20815181732177734
0,-1.872768693,-0.449629017,Age 31-40,Female,0/week,None,Yes,No,-1.0699690580368042
0,1.6517826880000002,1.38794693,Age 31-40,Female,0/week,None,No,No,-0.6885707378387451
0,-0.17657834,-0.760953867,Age 31-40,Male,0/week,None,No,No,0.6548237800598145
0,3.9427410860000003,-0.312949814,Age 31-40,Male,0/week,None,No,Yes,1.3342561721801758
0,-2.79796343,-1.467129748,Age 31-40,Female,0/week,None,No,No,1.689728021621704
0,1.8280102569999999,0.6058381589999999,Age 31-40,Female,0/week,None,Yes,No,0.1007007360458374
0,0.312296108,-0.625345591,Age 41 and above,Female,0/week,None,No,Yes,0.49125611782073975
0,2.195246702,0.564213325,Age 21-30,Male,0/week,None,No,No,0.1605454683303833
0,2.070323165,0.38563277700000004,Age 31-40,Female,0/week,None,No,No,0.1297329068183899
0,1.251345653,0.317058495,Age 41 and above,Female,0/week,None,No,No,0.15661603212356567
0,0.7542017759999999,0.30012908,Age 41 and above,Female,0/week,None,Yes,No,-0.48357245326042175
0,0.765249418,0.350917325,Age 41 and above,Male,0/week,None,No,No,-0.8611205816268921
0,2.096559287,-0.048082939000000005,Age 21-30,Male,0/week,None,No,Yes,0.4686907231807709
0,0.131819905,0.210987129,Age 31-40,Male,0/week,None,No,No,-0.18529361486434937
0,-0.396862802,-0.381289416,Age 31-40,Female,0/week,None,No,Yes,0.44192448258399963
0,1.899184459,1.5533072890000001,Age 21-30,Female,0/week,None,Yes,No,-0.007955610752105713
0,0.7542017759999999,-0.055388629,Age 41 and above,Female,0/week,None,Yes,No,-0.48357245326042175
0,-0.295324185,-0.907502503,Age 41 and above,Female,0/week,None,No,Yes,0.9111328125
0,1.366272423,-0.479830304,Age 21-30,Female,0/week,None,No,No,-0.17578136920928955
0,0.16228597,-1.374724843,Age 21-30,Female,0/week,None,No,No,1.0879597663879395
0,1.717868027,0.27932673,Age 31-40,Female,0/week,None,No,No,-0.5435854196548462
0,0.7741479379999999,0.140315911,Age 21-30,Male,0/week,None,Yes,No,-0.5184850096702576
0,0.577439509,-0.5294122410000001,Age 41 and above,Male,0/week,None,Yes,No,0.4106966257095337
0,3.1717454710000004,1.106995235,Age 31-40,Male,0/week,None,No,No,0.04492771625518799
0,1.839972011,1.388458295,Age 21-30,Male,0/week,None,No,No,-0.325971394777298
0,1.228110043,0.909611217,Age 21-30,Female,0/week,None,No,No,-0.7363996505737305
0,-1.189886862,-1.064685429,Age 31-40,Male,0/week,None,No,No,1.0770244598388672
0,-0.715134569,-1.178373138,Age 41 and above,Female,0/week,None,Yes,Yes,-0.13448548316955566
0,2.688683772,0.838961648,Age 21-30,Female,0/week,None,No,No,0.1775496006011963
0,0.912310318,-0.283581502,Age 21-30,Female,0/week,None,No,No,0.10359817743301392
0,-1.894797139,-0.9280062259999999,Age 31-40,Male,0/week,None,Yes,Yes,-0.9131659269332886
0,1.2873224909999998,-0.37778092700000004,Age 21-30,Male,0/week,None,Yes,No,1.1362760066986084
0,-1.3661144319999998,-1.064685429,Age 31-40,Male,0/week,None,No,No,1.426763892173767
0,1.8794469759999999,0.878211409,Age 21-30,Male,0/week,None,No,No,-0.6751464009284973
0,0.7542017759999999,0.5032820570000001,Age 41 and above,Male,0/week,None,No,No,-0.8296553492546082
0,-0.507005032,-0.700207555,Age 31-40,Male,0/week,None,No,No,1.0892298221588135
0,-0.295324185,-0.749494632,Age 41 and above,Female,0/week,None,No,No,1.065199613571167
0,0.0029621409999999997,-0.5689142079999999,Age 41 and above,Male,0/week,None,Yes,Yes,0.3710286617279053
0,2.5990058719999998,0.408412644,Age 31-40,Male,0/week,None,Yes,No,1.3041462898254395
0,1.6159178280000002,-0.010243523000000001,Age 41 and above,Female,0/week,None,No,No,-0.3362473249435425
0,-2.0739944980000002,-1.7878320680000002,Age 41 and above,Female,0/week,None,Yes,Yes,0.21041011810302734
0,2.688683772,1.239309205,Age 21-30,Male,0/week,None,No,No,0.16756486892700195
0,2.004237826,0.38563277700000004,Age 31-40,Female,0/week,None,Yes,No,0.5954017043113708
0,0.555344226,-0.077961182,Age 41 and above,Male,0/week,None,No,No,0.47244542837142944
0,-2.9741909989999997,-1.618995529,Age 31-40,Female,0/week,None,Yes,Yes,0.19156122207641602
0,0.1244862,-0.377047508,Age 41 and above,Female,0/week,None,No,No,0.34442585706710815
0,-0.666688309,-1.563123694,Age 21-30,Female,0/week,None,No,Yes,1.6339597702026367
0,1.267585009,-0.040232987000000005,Age 21-30,Male,0/week,None,No,No,0.04705685377120972
0,-0.019133142,-0.168251393,Age 41 and above,Male,0/week,None,No,No,0.06484198570251465
0,2.4518339780000002,0.8468116,Age 21-30,Male,0/week,None,No,No,-0.6074486374855042
0,-1.6084273390000001,-0.836886758,Age 31-40,Female,0/week,None,No,Yes,-0.2078927755355835
0,0.942011685,-0.213396499,Age 41 and above,Female,0/week,None,No,Yes,-0.10660260915756226
0,0.6825310590000001,0.347666332,Age 31-40,Female,0/week,None,No,No,0.21055904030799866
0,1.4833461280000002,0.587929131,Age 41 and above,Male,0/week,None,Yes,Yes,0.3992307782173157
0,0.122811004,-1.2805254179999999,Age 21-30,Female,0/week,None,Yes,No,1.2205826044082642
0,0.36753431700000005,0.04618786,Age 41 and above,Male,0/week,None,No,No,-0.10737702250480652
0,1.6738111340000001,0.446379089,Age 31-40,Male,0/week,None,No,No,-0.07724052667617798
0,3.833457777,1.5140575280000002,Age 21-30,Female,0/week,None,No,No,-0.5266319513320923
0,2.035728213,1.180458646,Age 41 and above,Male,0/week,None,No,No,0.1696397066116333
0,1.2772991040000001,-0.145897456,Age 31-40,Female,0/week,None,Yes,No,0.4984090328216553
0,-0.639175709,-0.798920313,Age 31-40,Male,0/week,None,Yes,No,1.0052285194396973
0,0.557035627,-1.374724843,Age 21-30,Male,0/week,None,No,Yes,1.1870458126068115
0,2.026266273,0.734924073,Age 31-40,Male,0/week,None,No,Yes,0.13219434022903442
0,0.46224659700000004,0.04393477,Age 31-40,Female,0/week,None,Yes,No,-0.051101505756378174
0,0.175876798,-0.472408884,Age 31-40,Male,0/week,None,No,No,0.4242488145828247
0,0.396161259,0.537498558,Age 31-40,Female,0/week,None,No,Yes,-0.06568038463592529
0,-1.3661144319999998,-1.0494988509999998,Age 31-40,Male,0/week,None,No,Yes,0.3861844539642334
0,2.676491431,0.898301734,Age 41 and above,Female,0/week,None,No,Yes,-0.32125604152679443
0,1.958396908,0.5171136120000001,Age 21-30,Male,0/week,None,Yes,No,0.33249956369400024
0,2.7538249230000003,1.394897899,Age 41 and above,Female,0/week,None,No,No,0.2051938772201538
0,2.7311765489999997,0.621024737,Age 31-40,Female,0/week,None,Yes,No,1.011270523071289
0,-3.040276337,-1.603808951,Age 31-40,Female,0/week,None,Yes,No,0.39533066749572754
0,4.074911763,1.813171116,Age 31-40,Male,0/week,None,Yes,Yes,-1.0291974544525146
0,0.6951980059999999,-0.8644779570000001,Age 21-30,Female,0/week,None,No,No,0.44760662317276
0,2.444806749,0.6969576270000001,Age 31-40,Female,0/week,None,No,No,-0.3349250555038452
0,-0.09646663400000001,-0.907502503,Age 41 and above,Female,0/week,None,No,No,0.3955118656158447
0,-0.617147263,-0.768547157,Age 31-40,Male,0/week,None,Yes,Yes,0.7336351275444031
0,0.714935489,0.7055124620000001,Age 21-30,Male,0/week,None,No,No,-0.6037769317626953
0,2.356692965,0.529905269,Age 31-40,Female,0/week,None,No,No,-0.04079461097717285
0,1.4649598369999999,-0.39348083100000003,Age 21-30,Male,0/week,None,Yes,No,1.4463481903076172
0,3.043958463,1.043060403,Age 21-30,Male,0/week,None,Yes,No,-0.29754358530044556
0,1.761022079,0.579913229,Age 21-30,Male,0/week,None,No,No,-0.16730231046676636
0,-0.615705794,-0.5124828260000001,Age 41 and above,Male,0/week,None,Yes,No,0.8520126342773438
0,1.42810792,0.570999716,Age 41 and above,Female,0/week,None,No,No,0.18502134084701538
0,1.3839173530000002,0.040544721,Age 41 and above,Female,0/week,None,Yes,No,0.16128239035606384
0,3.85319526,1.309958774,Age 21-30,Male,0/week,None,No,No,-0.10171258449554443
0,1.583384734,-1.068576712,Age 21-30,Male,0/week,None,No,Yes,1.4630777835845947
0,0.660502612,-0.176270612,Age 31-40,Female,0/week,None,Yes,No,0.3519449234008789
0,0.9689008579999999,0.4387858,Age 31-40,Female,0/week,None,Yes,No,-0.28329789638519287
0,-0.6832326009999999,-0.8900397809999999,Age 31-40,Male,0/week,None,No,No,1.016214370727539
0,0.6951980059999999,-0.589729634,Age 21-30,Female,0/week,None,No,Yes,0.6190271377563477
0,-0.881488617,-0.274983369,Age 31-40,Male,0/week,None,Yes,No,-1.1806267499923706
0,1.10772631,0.9321605629999999,Age 41 and above,Male,0/week,None,Yes,No,-1.0769325494766235
0,1.9694423630000002,1.282035134,Age 41 and above,Female,0/week,None,No,Yes,-0.13750207424163818
0,-0.330777463,-0.533155196,Age 31-40,Male,0/week,None,No,No,0.8974906206130981
0,-2.79796343,-0.305356525,Age 31-40,Male,0/week,None,No,No,0.33668261766433716
0,-2.018756289,-1.471816327,Age 41 and above,Female,0/week,None,Yes,Yes,-0.09124755859375
0,1.123099981,0.021154903,Age 31-40,Female,0/week,None,Yes,No,-0.2147323191165924
0,3.359758189,1.14510978,Age 21-30,Male,0/week,None,No,No,-0.09010815620422363
0,1.42810792,0.5314977479999999,Age 41 and above,Male,0/week,None,No,No,0.1455928087234497
0,0.8728353520000001,-0.322831262,Age 21-30,Female,0/week,None,No,No,-0.28431570529937744
0,1.030735215,0.791861936,Age 21-30,Male,0/week,None,Yes,No,-0.6029515266418457
0,-1.278000647,-0.50278204,Age 31-40,Male,0/week,None,No,No,0.8761876821517944
0,-0.551061925,-0.555935063,Age 31-40,Male,0/week,None,Yes,No,0.6875843405723572
0,1.741284597,0.281615049,Age 21-30,Female,0/week,None,No,No,-0.44271624088287354
0,1.1491601120000001,-0.809528292,Age 21-30,Female,0/week,None,No,No,0.8175055384635925
0,1.6517826880000002,0.52231198,Age 31-40,Female,0/week,None,No,No,-0.6885707378387451
0,2.577062656,0.401705569,Age 41 and above,Male,0/week,None,No,No,0.8099052906036377
0,0.566391867,0.091332966,Age 41 and above,Female,0/week,None,No,No,0.3166966438293457
0,-1.853041664,-1.753973239,Age 41 and above,Male,0/week,None,Yes,No,0.04830431938171387
0,2.017609356,0.10891610300000001,Age 21-30,Male,0/week,None,No,No,0.3493466377258301
0,-0.154549894,-1.0267189840000002,Age 31-40,Female,0/week,None,No,No,1.028671145439148
